timestamp,day_index,hour,ext_temp_c,pump_load_pct,pump_vib_rms_g,pump_current_a,pump_temp_c,status,anomaly_label,occ,lux,light_w_baseline,light_w_agent,light_Wh_base,light_Wh_agent
2025-08-01 00:00:00+03:00,0,0,31.95,35.3,0.703,6.679,37.64,normal,0,0,132.7,60.0,60.0,1.0,1.0
2025-08-01 00:01:00+03:00,0,0,31.76,35.1,0.64,6.482,37.49,normal,0,1,105.2,60.0,60.0,1.0,1.0
2025-08-01 00:02:00+03:00,0,0,31.99,36.6,0.753,6.67,38.44,normal,0,0,120.8,60.0,60.0,1.0,1.0
2025-08-01 00:03:00+03:00,0,0,32.26,34.3,0.74,6.489,38.77,normal,0,0,83.5,60.0,60.0,1.0,1.0
2025-08-01 00:04:00+03:00,0,0,31.73,31.5,0.661,6.455,37.98,normal,0,0,128.8,60.0,60.0,1.0,1.0
2025-08-01 00:05:00+03:00,0,0,31.73,35.3,0.741,6.701,37.51,normal,0,0,146.3,60.0,60.0,1.0,1.0
2025-08-01 00:06:00+03:00,0,0,32.27,36.6,0.729,6.83,38.96,normal,0,0,114.6,60.0,60.0,1.0,1.0
2025-08-01 00:07:00+03:00,0,0,32.03,38.1,0.65,6.838,37.75,normal,0,0,91.5,60.0,60.0,1.0,1.0
2025-08-01 00:08:00+03:00,0,0,31.66,32.5,0.655,6.476,37.5,normal,0,0,68.7,60.0,60.0,1.0,1.0
2025-08-01 00:09:00+03:00,0,0,31.96,37.3,0.769,7.016,38.51,normal,0,0,142.4,60.0,60.0,1.0,1.0
2025-08-01 00:10:00+03:00,0,0,31.66,39.7,0.735,6.653,37.4,normal,0,0,117.3,60.0,60.0,1.0,1.0
2025-08-01 00:11:00+03:00,0,0,31.66,34.2,0.674,6.806,38.58,normal,0,0,112.5,60.0,60.0,1.0,1.0
2025-08-01 00:12:00+03:00,0,0,31.87,32.4,0.654,6.401,38.32,normal,0,0,149.2,60.0,60.0,1.0,1.0
2025-08-01 00:13:00+03:00,0,0,31.23,34.2,0.677,6.638,37.57,normal,0,0,118.4,60.0,60.0,1.0,1.0
2025-08-01 00:14:00+03:00,0,0,31.28,35.0,0.683,6.551,37.04,normal,0,0,145.1,60.0,60.0,1.0,1.0
2025-08-01 00:15:00+03:00,0,0,31.63,36.1,0.666,6.561,37.85,normal,0,0,120.7,60.0,60.0,1.0,1.0
2025-08-01 00:16:00+03:00,0,0,31.5,33.8,0.614,6.601,37.86,normal,0,0,108.5,60.0,60.0,1.0,1.0
2025-08-01 00:17:00+03:00,0,0,31.89,38.1,0.771,6.942,37.87,normal,0,0,158.7,60.0,60.0,1.0,1.0
2025-08-01 00:18:00+03:00,0,0,31.53,32.8,0.747,6.539,37.41,normal,0,0,143.0,60.0,60.0,1.0,1.0
2025-08-01 00:19:00+03:00,0,0,31.38,31.5,0.631,6.309,37.58,normal,0,0,149.0,60.0,60.0,1.0,1.0
2025-08-01 00:20:00+03:00,0,0,32.24,38.1,0.721,7.328,38.07,normal,0,0,129.3,60.0,60.0,1.0,1.0
2025-08-01 00:21:00+03:00,0,0,31.73,30.5,0.646,6.51,37.61,normal,0,0,50.4,60.0,60.0,1.0,1.0
2025-08-01 00:22:00+03:00,0,0,31.82,34.6,0.691,6.716,37.23,normal,0,0,105.8,60.0,60.0,1.0,1.0
2025-08-01 00:23:00+03:00,0,0,31.37,41.2,0.706,6.919,37.7,normal,0,0,142.2,60.0,60.0,1.0,1.0
2025-08-01 00:24:00+03:00,0,0,31.64,35.0,0.684,6.506,37.59,normal,0,0,147.8,60.0,60.0,1.0,1.0
2025-08-01 00:25:00+03:00,0,0,31.83,32.8,0.799,6.426,37.99,normal,0,1,132.8,60.0,60.0,1.0,1.0
2025-08-01 00:26:00+03:00,0,0,31.45,34.9,0.683,6.756,37.31,normal,0,0,139.9,60.0,60.0,1.0,1.0
2025-08-01 00:27:00+03:00,0,0,31.91,34.9,0.664,6.445,38.1,normal,0,0,138.0,60.0,60.0,1.0,1.0
2025-08-01 00:28:00+03:00,0,0,31.62,35.3,0.668,6.458,37.52,normal,0,0,107.8,60.0,60.0,1.0,1.0
2025-08-01 00:29:00+03:00,0,0,31.71,36.3,0.761,6.759,37.76,normal,0,0,149.8,60.0,60.0,1.0,1.0
2025-08-01 00:30:00+03:00,0,0,31.62,32.9,0.616,6.522,38.08,normal,0,0,160.3,60.0,60.0,1.0,1.0
2025-08-01 00:31:00+03:00,0,0,32.36,39.8,0.681,6.772,38.48,normal,0,0,114.7,60.0,60.0,1.0,1.0
2025-08-01 00:32:00+03:00,0,0,31.8,35.5,0.779,6.466,38.3,normal,0,0,127.8,60.0,60.0,1.0,1.0
2025-08-01 00:33:00+03:00,0,0,31.48,36.5,0.722,6.906,37.76,normal,0,0,126.8,60.0,60.0,1.0,1.0
2025-08-01 00:34:00+03:00,0,0,32.05,33.9,0.711,6.588,37.87,normal,0,0,135.6,60.0,60.0,1.0,1.0
2025-08-01 00:35:00+03:00,0,0,31.43,37.6,0.819,6.551,37.33,normal,0,0,144.0,60.0,60.0,1.0,1.0
2025-08-01 00:36:00+03:00,0,0,31.86,34.5,0.716,6.376,37.51,normal,0,0,103.8,60.0,60.0,1.0,1.0
2025-08-01 00:37:00+03:00,0,0,31.21,35.6,0.671,6.582,37.12,normal,0,0,97.5,60.0,60.0,1.0,1.0
2025-08-01 00:38:00+03:00,0,0,31.4,33.1,0.685,6.596,37.32,normal,0,0,133.0,60.0,60.0,1.0,1.0
2025-08-01 00:39:00+03:00,0,0,31.86,33.0,0.642,6.569,38.07,normal,0,0,133.0,60.0,60.0,1.0,1.0
2025-08-01 00:40:00+03:00,0,0,32.02,36.5,0.772,6.86,38.18,normal,0,1,140.8,60.0,60.0,1.0,1.0
2025-08-01 00:41:00+03:00,0,0,31.85,34.1,0.731,6.322,37.83,normal,0,0,123.3,60.0,60.0,1.0,1.0
2025-08-01 00:42:00+03:00,0,0,31.77,33.3,0.756,6.532,37.73,normal,0,0,100.9,60.0,60.0,1.0,1.0
2025-08-01 00:43:00+03:00,0,0,31.71,33.7,0.762,6.736,37.93,normal,0,0,154.8,60.0,60.0,1.0,1.0
2025-08-01 00:44:00+03:00,0,0,31.36,36.4,0.688,6.884,37.89,normal,0,0,106.3,60.0,60.0,1.0,1.0
2025-08-01 00:45:00+03:00,0,0,31.58,33.7,0.654,6.576,37.06,normal,0,0,182.7,60.0,60.0,1.0,1.0
2025-08-01 00:46:00+03:00,0,0,31.66,34.8,0.702,6.94,37.68,normal,0,1,124.1,60.0,60.0,1.0,1.0
2025-08-01 00:47:00+03:00,0,0,32.12,35.5,0.663,6.721,38.81,normal,0,1,108.5,60.0,60.0,1.0,1.0
2025-08-01 00:48:00+03:00,0,0,31.9,31.2,0.702,6.528,37.18,normal,0,0,93.9,60.0,60.0,1.0,1.0
2025-08-01 00:49:00+03:00,0,0,31.27,32.1,0.753,6.433,37.19,normal,0,0,135.9,60.0,60.0,1.0,1.0
2025-08-01 00:50:00+03:00,0,0,31.9,35.7,0.699,6.525,38.04,normal,0,0,134.2,60.0,60.0,1.0,1.0
2025-08-01 00:51:00+03:00,0,0,31.68,33.5,0.708,6.379,37.47,normal,0,0,121.5,60.0,60.0,1.0,1.0
2025-08-01 00:52:00+03:00,0,0,31.6,37.1,0.707,6.753,38.58,normal,0,1,95.7,60.0,60.0,1.0,1.0
2025-08-01 00:53:00+03:00,0,0,31.98,36.9,0.751,6.682,38.32,normal,0,0,111.8,60.0,60.0,1.0,1.0
2025-08-01 00:54:00+03:00,0,0,32.11,36.9,0.677,6.449,39.04,normal,0,0,94.3,60.0,60.0,1.0,1.0
2025-08-01 00:55:00+03:00,0,0,32.08,38.9,0.607,6.68,38.58,normal,0,0,87.7,60.0,60.0,1.0,1.0
2025-08-01 00:56:00+03:00,0,0,31.55,34.8,0.728,6.54,37.87,normal,0,0,140.9,60.0,60.0,1.0,1.0
2025-08-01 00:57:00+03:00,0,0,31.71,36.3,0.758,6.787,37.75,normal,0,0,142.9,60.0,60.0,1.0,1.0
2025-08-01 00:58:00+03:00,0,0,31.9,33.8,0.724,6.526,37.72,normal,0,0,111.2,60.0,60.0,1.0,1.0
2025-08-01 00:59:00+03:00,0,0,32.09,40.3,0.689,6.907,38.88,normal,0,0,67.2,60.0,60.0,1.0,1.0
2025-08-01 01:00:00+03:00,0,1,31.66,39.0,0.66,6.692,38.34,normal,0,0,73.5,60.0,60.0,1.0,1.0
2025-08-01 01:01:00+03:00,0,1,31.74,35.0,0.73,6.603,38.13,normal,0,0,175.0,60.0,60.0,1.0,1.0
2025-08-01 01:02:00+03:00,0,1,31.47,35.8,0.714,6.846,37.84,normal,0,0,133.7,60.0,60.0,1.0,1.0
2025-08-01 01:03:00+03:00,0,1,31.44,37.7,0.707,6.785,37.3,normal,0,0,136.5,60.0,60.0,1.0,1.0
2025-08-01 01:04:00+03:00,0,1,32.04,34.9,0.796,6.368,37.86,normal,0,0,125.1,60.0,60.0,1.0,1.0
2025-08-01 01:05:00+03:00,0,1,32.21,34.5,0.656,6.382,38.65,normal,0,1,93.3,60.0,60.0,1.0,1.0
2025-08-01 01:06:00+03:00,0,1,31.78,36.7,0.799,6.79,37.3,normal,0,0,92.9,60.0,60.0,1.0,1.0
2025-08-01 01:07:00+03:00,0,1,32.1,35.5,0.708,6.596,38.41,normal,0,0,143.6,60.0,60.0,1.0,1.0
2025-08-01 01:08:00+03:00,0,1,31.91,35.4,0.614,6.613,38.05,normal,0,0,121.1,60.0,60.0,1.0,1.0
2025-08-01 01:09:00+03:00,0,1,31.61,33.3,0.691,6.406,37.95,normal,0,0,111.8,60.0,60.0,1.0,1.0
2025-08-01 01:10:00+03:00,0,1,31.91,31.6,0.743,6.472,37.92,normal,0,0,110.4,60.0,60.0,1.0,1.0
2025-08-01 01:11:00+03:00,0,1,32.26,36.5,0.691,6.645,38.28,normal,0,0,136.6,60.0,60.0,1.0,1.0
2025-08-01 01:12:00+03:00,0,1,31.79,36.8,0.637,6.68,37.82,normal,0,0,105.9,60.0,60.0,1.0,1.0
2025-08-01 01:13:00+03:00,0,1,32.27,35.6,0.699,6.508,38.26,normal,0,0,109.4,60.0,60.0,1.0,1.0
2025-08-01 01:14:00+03:00,0,1,31.01,37.9,0.671,6.912,37.65,normal,0,1,132.6,60.0,60.0,1.0,1.0
2025-08-01 01:15:00+03:00,0,1,32.05,33.8,0.726,6.495,37.17,normal,0,0,129.1,60.0,60.0,1.0,1.0
2025-08-01 01:16:00+03:00,0,1,31.83,32.9,0.737,6.565,37.85,normal,0,0,95.0,60.0,60.0,1.0,1.0
2025-08-01 01:17:00+03:00,0,1,31.71,34.9,0.652,6.415,37.5,normal,0,0,146.3,60.0,60.0,1.0,1.0
2025-08-01 01:18:00+03:00,0,1,31.83,34.8,0.669,6.848,38.04,normal,0,0,145.9,60.0,60.0,1.0,1.0
2025-08-01 01:19:00+03:00,0,1,31.2,36.5,0.747,6.882,37.62,normal,0,0,130.6,60.0,60.0,1.0,1.0
2025-08-01 01:20:00+03:00,0,1,31.73,33.5,0.658,6.224,37.08,normal,0,1,117.7,60.0,60.0,1.0,1.0
2025-08-01 01:21:00+03:00,0,1,31.91,37.7,0.659,6.642,38.21,normal,0,0,135.5,60.0,60.0,1.0,1.0
2025-08-01 01:22:00+03:00,0,1,32.24,39.9,0.661,6.966,38.89,normal,0,1,76.7,60.0,60.0,1.0,1.0
2025-08-01 01:23:00+03:00,0,1,31.64,34.9,0.722,6.396,37.82,normal,0,0,121.9,60.0,60.0,1.0,1.0
2025-08-01 01:24:00+03:00,0,1,31.56,37.5,0.728,6.73,37.89,normal,0,0,116.6,60.0,60.0,1.0,1.0
2025-08-01 01:25:00+03:00,0,1,31.65,32.9,0.664,6.538,37.12,normal,0,0,74.3,60.0,60.0,1.0,1.0
2025-08-01 01:26:00+03:00,0,1,32.07,37.4,0.712,6.716,38.01,normal,0,0,75.7,60.0,60.0,1.0,1.0
2025-08-01 01:27:00+03:00,0,1,31.9,37.1,0.788,6.807,37.69,normal,0,0,128.4,60.0,60.0,1.0,1.0
2025-08-01 01:28:00+03:00,0,1,31.64,36.7,0.661,6.598,38.16,normal,0,0,127.1,60.0,60.0,1.0,1.0
2025-08-01 01:29:00+03:00,0,1,31.95,35.0,0.607,6.263,38.05,normal,0,0,111.8,60.0,60.0,1.0,1.0
2025-08-01 01:30:00+03:00,0,1,31.83,29.1,0.71,6.393,37.43,normal,0,0,135.0,60.0,60.0,1.0,1.0
